Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
"More than five years, over time","Mwy na phum mlynedd, dros amser",core,MoreThanFiveYearsOverTime,true,nonnum:domainItemType,duration,,,,,,,
Not applicable [default],Ddim yn gymwys [diofyn],common,NotApplicableDefault,true,nonnum:domainItemType,duration,,,,,,,
Sales channel [Dimension],Sianeli Gwerthu [Dimensiwn],core,SalesChannelDimension,true,stringItemType,duration,,,,,,,
Goods or services sold [heading],Nwyddau neu wasanaethau a werthwyd [pennawd],core,GoodsOrServicesSoldHeading,true,types:headingItemType,duration,,,,,,,
Directly to customers,Yn uniongyrchol i gwsmeriaid,core,DirectlyToCustomers,true,nonnum:domainItemType,duration,,,,,,,
Through intermediaries,Drwy gyfryngwyr,core,ThroughIntermediaries,true,nonnum:domainItemType,duration,,,,,,,
Other channel type 1,Math sianel arall 1,core,OtherChannelType1,true,nonnum:domainItemType,duration,,,,,,,
Other channel type 2,Math sianel arall 2,core,OtherChannelType2,true,nonnum:domainItemType,duration,,,,,,,
Not applicable [default],Ddim yn gymwys [diofyn],common,NotApplicableDefault,true,nonnum:domainItemType,duration,,,,,,,
Segment reconciliation [Dimension],Cysoni segment [Dimensiwn],core,SegmentReconciliationDimension,true,stringItemType,duration,,,,,,,
Entity reported value after adjustments [default],Gwerth yr endid a adroddwyd ar ôl addasiadau [diofyn],core,EntityReportedValueAfterAdjustmentsDefault,true,nonnum:domainItemType,duration,,,,,,,
Increase (decrease) from material reconciling items,Cynnydd (gostyngiad) o eitemau cymodi sylweddol,core,IncreaseDecreaseFromMaterialReconcilingItems,true,nonnum:domainItemType,duration,,,,,,,
Decrease from elimination of intersegment amounts,Gostyngiad o ddileu symiau rhyng-segmentau,core,DecreaseFromEliminationIntersegmentAmounts,true,nonnum:domainItemType,duration,,,,,,,
Original segment value before adjustments,Gwerth segment gwreiddiol cyn addasiadau,core,OriginalSegmentValueBeforeAdjustments,true,nonnum:domainItemType,duration,,,,,,,
Business combinations-specific dimensions [heading],Cyfuniadau Busnes - dimensiynau penodol [pennawd],core,BusinessCombinations-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Business combinations [Dimension],Cyfuniadau Busnes [Dimensiwn],core,BusinessCombinationsDimension,true,stringItemType,duration,,,,,,,
Total business combinations [default],Cyfanswm cyfuniadau Busnes [diofyn],core,TotalBusinessCombinationsDefault,true,nonnum:domainItemType,duration,,,,,,,
Total of individually immaterial business combinations,Cyfanswm cyfuniadau busnes amherthnasol unigol,core,TotalIndividuallyImmaterialBusinessCombinations,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 1,Cyfuniad busnes penodol 1,core,SpecificBusinessCombination1,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 2,Cyfuniad busnes penodol 2,core,SpecificBusinessCombination2,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 3,Cyfuniad busnes penodol 3,core,SpecificBusinessCombination3,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 4,Cyfuniad busnes penodol 4,core,SpecificBusinessCombination4,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 5,Cyfuniad busnes penodol 5,core,SpecificBusinessCombination5,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 6,Cyfuniad busnes penodol 6,core,SpecificBusinessCombination6,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 7,Cyfuniad busnes penodol 7,core,SpecificBusinessCombination7,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 8,Cyfuniad busnes penodol 8,core,SpecificBusinessCombination8,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 9,Cyfuniad busnes penodol 9,core,SpecificBusinessCombination9,true,nonnum:domainItemType,duration,,,,,,,
Specific business combination 10,Cyfuniad busnes penodol 10,core,SpecificBusinessCombination10,true,nonnum:domainItemType,duration,,,,,,,
Income and expense-specific dimensions [heading],Dimensiwn incwm a thraul benodol [pennawd],core,IncomeExpense-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Ownership of assets [Dimension],Perchenogaeth ar asedau [Dimensiwn],core,OwnershipAssetsDimension,true,stringItemType,duration,,,,,,,
Total owned and leased assets [default],Cyfanswm asedau a berchnogir ac ar brydles [diofyn],core,TotalOwnedLeasedAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Owned assets,Asedau eich hun,core,OwnedAssets,true,nonnum:domainItemType,duration,,,,,,,
Leased assets,Asedau ar brydles,core,LeasedAssets,true,nonnum:domainItemType,duration,,,,,,,
Leaseback assets,Asedau adlesu,core,LeasebackAssets,true,nonnum:domainItemType,duration,,,,,,,
Operating lease purpose [Dimension],Pwrpas prydles weithredol [Dimensiwn],core,OperatingLeasePurposeDimension,true,stringItemType,duration,,,,,,,
Total assets under operating leases [default],Cyfanswm asedau o dan brydlesau gweithredol [diofyn],core,TotalAssetsUnderOperatingLeasesDefault,true,nonnum:domainItemType,duration,,,,,,,
Land and buildings under operating leases,Tir ac adeiladau o dan les weithredol,core,LandBuildingsUnderOperatingLeases,true,nonnum:domainItemType,duration,,,,,,,
"Plant, equipment and other assets under operating leases","Cyfarpar, offer ac asedau eraill o dan brydlesi gweithredol",core,PlantEquipmentOtherAssetsUnderOperatingLeases,true,nonnum:domainItemType,duration,,,,,,,
Plant and equipment under operating leases,Cyfarpar ac offer o dan brydlesau gweithredol,core,PlantEquipmentUnderOperatingLeases,true,nonnum:domainItemType,duration,,,,,,,
Other assets under operating leases,Asedau eraill o dan brydlesau gweithredol,core,OtherAssetsUnderOperatingLeases,true,nonnum:domainItemType,duration,,,,,,,
Income tax-specific dimensions [heading],Treth incwm-dimensiynau penodol [pennawd],core,IncomeTax-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Tax jurisdiction [Dimension],Awdurdodaeth treth [Dimensiwn],core,TaxJurisdictionDimension,true,stringItemType,duration,,,,,,,
Total tax [default],Cyfanswm Treth [diofyn],core,TotalTaxDefault,true,nonnum:domainItemType,duration,,,,,,,
UK tax,Treth y DU,core,UKTax,true,nonnum:domainItemType,duration,,,,,,,
Foreign tax,Treth dramor,core,ForeignTax,true,nonnum:domainItemType,duration,,,,,,,
"Property, plant and equipment-specific dimensions [heading]","Eiddo, peiriannau a chyfarpar - dimensiynau penodol [pennawd]",core,PropertyPlantEquipment-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
"Property, plant and equipment classes [Dimension]","Dosbarthiadau eiddo, offer a chyfarpar [Dimensiwn]",core,PropertyPlantEquipmentClassesDimension,true,stringItemType,duration,,,,,,,
"Total property, plant and equipment [default]","Cyfanswm eiddo, offer a chyfarpar [diofyn]",core,TotalPropertyPlantEquipmentDefault,true,nonnum:domainItemType,duration,,,,,,,
Land and buildings,Tir ac adeiladau,core,LandBuildings,true,nonnum:domainItemType,duration,,,,,,,
Land,Tir,core,Land,true,nonnum:domainItemType,duration,,,,,,,
Buildings,Adeiladau,core,Buildings,true,nonnum:domainItemType,duration,,,,,,,
Leasehold improvements,Gwelliannau prydles,core,LeaseholdImprovements,true,nonnum:domainItemType,duration,,,,,,,
Investment property included within PPE,Eiddo buddsoddi yn gynwysedig mewn PPE,core,InvestmentPropertyIncludedWithinPPE,true,nonnum:domainItemType,duration,,,,,,,
Construction in progress / assets under construction,Adeiladu ar y gweill / ased sydd wrthi'n cael ei adeiladu,core,ConstructionInProgressAssetsUnderConstruction,true,nonnum:domainItemType,duration,,,,,,,
"Vehicles, plant and machinery","Cerbydau, offer a pheiriannau",core,VehiclesPlantMachinery,true,nonnum:domainItemType,duration,,,,,,,
Plant and machinery,Cyfarpar a pheirianwaith,core,PlantMachinery,true,nonnum:domainItemType,duration,,,,,,,
Vehicles,Cerbydau,core,Vehicles,true,nonnum:domainItemType,duration,,,,,,,
Aircraft,Awyrennau,core,Aircraft,true,nonnum:domainItemType,duration,,,,,,,
Ships and boats,Llongau a chychod,core,ShipsBoats,true,nonnum:domainItemType,duration,,,,,,,
Motor vehicles,Cerbydau modur,core,MotorVehicles,true,nonnum:domainItemType,duration,,,,,,,
Commercial motor vehicles,Cerbydau modur masnachol,core,CommercialMotorVehicles,true,nonnum:domainItemType,duration,,,,,,,
Motor cars,Ceir modur,core,MotorCars,true,nonnum:domainItemType,duration,,,,,,,
Other vehicles,Cerbydau eraill,core,OtherVehicles,true,nonnum:domainItemType,duration,,,,,,,
"Furniture, fittings, tools and equipment","Dodrefn, ffitiadau, cyfarpar ac offer",core,FurnitureFittingsToolsEquipment,true,nonnum:domainItemType,duration,,,,,,,
Furniture and fittings,Dodrefn a ffitiadau,core,FurnitureFittings,true,nonnum:domainItemType,duration,,,,,,,
Tools and equipment,Offer a chyfarpar,core,ToolsEquipment,true,nonnum:domainItemType,duration,,,,,,,
Office equipment,Cyfarpar swyddfa,core,OfficeEquipment,true,nonnum:domainItemType,duration,,,,,,,
Computer equipment,Cyfarpar cyfrifiadurol,core,ComputerEquipment,true,nonnum:domainItemType,duration,,,,,,,
Communication and network equipment,Offer cyfathrebu a rhwydwaith,core,CommunicationNetworkEquipment,true,nonnum:domainItemType,duration,,,,,,,
Network assets,Asedau rhwydwaith,core,NetworkAssets,true,nonnum:domainItemType,duration,,,,,,,
"Assets not yet available for use, PPE","Asedau nad ydynt ar gael i'w defnyddio ar hyn o bryd, PPE",core,AssetsNotYetAvailableForUsePPE,true,nonnum:domainItemType,duration,,,,,,,
"Mining, oil and gas, additional PPE classes [heading]","Mwyngloddio, olew a nwy, dosbarthiadau PPE ychwanegol [pennawd]",core,MiningOilGasAdditionalPPEClassesHeading,true,types:headingItemType,duration,,,,,,,
"Total property, plant and equipment other than exploration and evaluation assets","Cyfanswm eiddo, offer a chyfarpar ac eithrio asedau archwilio a phrisio",core,TotalPropertyPlantEquipmentOtherThanExplorationEvaluationAssets,true,nonnum:domainItemType,duration,,,,,,,
Tangible exploration and evaluation assets,Asedau archwilio a phrisio diriaethol,core,TangibleExplorationEvaluationAssets,true,nonnum:domainItemType,duration,,,,,,,
Oil and gas properties,Eiddo olew a nwy,core,OilGasProperties,true,nonnum:domainItemType,duration,,,,,,,
Oil and gas production assets,Asedau cynhyrchu olew a nwy,core,OilGasProductionAssets,true,nonnum:domainItemType,duration,,,,,,,
"Oil depots, storage tanks and service stations","Depos olew, tanciau storio a gorsafoedd gwasanaethu",core,OilDepotsStorageTanksServiceStations,true,nonnum:domainItemType,duration,,,,,,,
Total mine properties,Cyfanswm eiddo mwyngloddio,core,TotalMineProperties,true,nonnum:domainItemType,duration,,,,,,,
Producing mines,Mwyngloddiau cynhyrchiol,core,ProducingMines,true,nonnum:domainItemType,duration,,,,,,,
Mining assets under construction,Asedau mwyngloddio yn cael eu hadeiladu,core,MiningAssetsUnderConstruction,true,nonnum:domainItemType,duration,,,,,,,
Deferred stripping expenditures for mine properties,Gwariant stripio gohiriedig ar gyfer eiddo mwyngloddiau,core,DeferredStrippingExpendituresForMineProperties,true,nonnum:domainItemType,duration,,,,,,,
Other mining assets,Asedau mwyngloddio eraill,core,OtherMiningAssets,true,nonnum:domainItemType,duration,,,,,,,
"Non-standard PPE class 1 [component of total property, plant and equipment]","PPE ansafonol dosbarth 1 [rhan o gyfanswm eiddo, peiriannau a chyfarpar]",core,Non-standardPPEClass1ComponentTotalPropertyPlantEquipment,true,nonnum:domainItemType,duration,,,,,,,
"Non-standard PPE class 2 [component of total property, plant and equipment]","PPE ansafonol dosbarth 2 [rhan o gyfanswm eiddo, peiriannau a chyfarpar]",core,Non-standardPPEClass2ComponentTotalPropertyPlantEquipment,true,nonnum:domainItemType,duration,,,,,,,
"Non-standard PPE class 3 [component of total property, plant and equipment]","PPE ansafonol dosbarth 3 [rhan o gyfanswm eiddo, peiriannau a chyfarpar]",core,Non-standardPPEClass3ComponentTotalPropertyPlantEquipment,true,nonnum:domainItemType,duration,,,,,,,
"Non-standard PPE class 4 [component of total property, plant and equipment]","PPE ansafonol dosbarth 4 [rhan o gyfanswm eiddo, peiriannau a chyfarpar]",core,Non-standardPPEClass4ComponentTotalPropertyPlantEquipment,true,nonnum:domainItemType,duration,,,,,,,
"Other property, plant and equipment","Eiddo, offer a chyfarpar eraill",core,OtherPropertyPlantEquipment,true,nonnum:domainItemType,duration,,,,,,,
PPE ownership [Dimension],PPE perchnogaeth [Dimensiwn],core,PPEOwnershipDimension,true,stringItemType,duration,,,,,,,
Total owned and leased PPE assets [default],Cyfanswm asedau PPE a berchnogir ac ar brydles [diofyn],core,TotalOwnedLeasedPPEAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Owned or freehold assets,Asedau rhyddfraint neu a berchnogir,core,OwnedOrFreeholdAssets,true,nonnum:domainItemType,duration,,,,,,,
"Leased assets, held as lessee","Asedau ar brydles, a ddelir fel y sawl sydd yn dal y brydles",core,LeasedAssetsHeldAsLessee,true,nonnum:domainItemType,duration,,,,,,,
Short leasehold assets,Asedau lesddaliad byr,core,ShortLeaseholdAssets,true,nonnum:domainItemType,duration,,,,,,,
Long leasehold assets,Asedau prydles hir,core,LongLeaseholdAssets,true,nonnum:domainItemType,duration,,,,,,,
"Assets held for use under leases, lessor (Deprecated 2019-01-01)","Asedau a ddelir dan brydlesau, lesydd (Anghymeradwywyd 2019-01-01)",core,AssetsHeldForUseUnderLeasesLessor,true,nonnum:domainItemType,duration,,This element has been deprecated but can still be used by all FRS 102 and insurance filers,Mae'r elfen hon wedi cael ei anghymeradwyo ond gellir ei defnyddio o hyd gan bob FRS 102 a ffeilwyr yswiriant,2019-01-01,,,
Right-of-use assets,Asedau Hawl defnyddio,core,Right-of-useAssets,true,nonnum:domainItemType,duration,,,,,,,
Right-of-use assets arising from sale and leaseback,Asedau hawl i'w defnyddio sy'n deillio o werthu ac adlesu,core,Right-of-useAssetsArisingFromSaleLeaseback,true,nonnum:domainItemType,duration,,,,,,,
Intangibles-specific dimensions [heading],Anniriaethol-dimensiynau penodol  [pennawd],core,Intangibles-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Intangible asset classes [Dimension],Dosbarthiadau asedau anniriaethol [Dimensiwn],core,IntangibleAssetClassesDimension,true,stringItemType,duration,,,,,,,
Total intangible assets including goodwill [default],Cyfanswm asedau anniriaethol yn cynnwys ewyllys da [diofyn],core,TotalIntangibleAssetsIncludingGoodwillDefault,true,nonnum:domainItemType,duration,,,,,,,
Net goodwill,Ewyllys da net,core,NetGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Goodwill,Ewyllys da,core,Goodwill,true,nonnum:domainItemType,duration,,,,,,,
Negative goodwill,Ewyllys da negyddol,core,NegativeGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets other than goodwill,Asedau anniriaethol ac eithrio ewyllys da,core,IntangibleAssetsOtherThanGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Brand names,Enwau Brand,core,BrandNames,true,nonnum:domainItemType,duration,,,,,,,
Mastheads and publishing titles,Teitlau a theitlau cyhoeddi,core,MastheadsPublishingTitles,true,nonnum:domainItemType,duration,,,,,,,
Computer software,Meddalwedd cyfrifiadurol,core,ComputerSoftware,true,nonnum:domainItemType,duration,,,,,,,
"Patents, trademarks, licences, concessions and similar","Patentau, nodau masnach, trwyddedau, consesiynau a thebyg",core,PatentsTrademarksLicencesConcessionsSimilar,true,nonnum:domainItemType,duration,,,,,,,
Licences and franchises,Trwyddedau a masnachfraint,core,LicencesFranchises,true,nonnum:domainItemType,duration,,,,,,,
"Copyrights, patents, trademarks, service and operating rights","Hawlfreintiau, rhieni, nodau masnach, hawliau gwasanaeth a gweithredu",core,CopyrightsPatentsTrademarksServiceOperatingRights,true,nonnum:domainItemType,duration,,,,,,,
"Recipes, formulae, models, designs and prototypes","Rysetiau, fformiwlâu, modelau, dyluniadau a phrototeipiau",core,RecipesFormulaeModelsDesignsPrototypes,true,nonnum:domainItemType,duration,,,,,,,
Development costs / capitalised development expenditure,Costau datblygu / gwariant datblygu wedi ei gyfalafu,core,DevelopmentCostsCapitalisedDevelopmentExpenditure,true,nonnum:domainItemType,duration,,,,,,,
Customer relationships,Cysylltiadau cwsmeriaid,core,CustomerRelationships,true,nonnum:domainItemType,duration,,,,,,,
Payments on account,Taliadau ar gyfrif,core,PaymentsOnAccount,true,nonnum:domainItemType,duration,,,,,,,
"Assets not yet available for use, intangibles","Asedau nad ydynt ar gael i'w defnyddio ar hyn o bryd, anniriaethol",core,AssetsNotYetAvailableForUseIntangibles,true,nonnum:domainItemType,duration,,,,,,,
"Mining, oil and gas, additional intangible asset classes [heading]","Mwyngloddio, olew a nwy, dosbarthiadau asedau anniriaethol ychwanegol [pennawd]",core,MiningOilGasAdditionalIntangibleAssetClassesHeading,true,types:headingItemType,duration,,,,,,,
Intangible exploration and evaluation assets,Asedau archwilio a phrisio anniriaethol,core,IntangibleExplorationEvaluationAssets,true,nonnum:domainItemType,duration,,,,,,,
Exploration licenses,Trwydded fforio,core,ExplorationLicenses,true,nonnum:domainItemType,duration,,,,,,,
Mining rights,Hawliau mwyngloddio,core,MiningRights,true,nonnum:domainItemType,duration,,,,,,,
Other miscellaneous intangible exploration and evaluation assets,Asedau archwilio a phrisio anniriaethol amrywiol eraill,core,OtherMiscellaneousIntangibleExplorationEvaluationAssets,true,nonnum:domainItemType,duration,,,,,,,
Non-standard intangible asset class 1 [component of intangible assets other than goodwill],Ased anniriaethol ansafonol dosbarth 1 [ rhan o asedau anniriaethol ac eithrio ewyllys da],core,Non-standardIntangibleAssetClass1ComponentIntangibleAssetsOtherThanGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Non-standard intangible asset class 2 [component of intangible assets other than goodwill],Ased anniriaethol ansafonol dosbarth 2 [ rhan o asedau anniriaethol ac eithrio ewyllys da],core,Non-standardIntangibleAssetClass2ComponentIntangibleAssetsOtherThanGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Non-standard intangible asset class 3 [component of intangible assets other than goodwill],Ased anniriaethol ansafonol dosbarth 3 [ rhan o asedau anniriaethol ac eithrio ewyllys da],core,Non-standardIntangibleAssetClass3ComponentIntangibleAssetsOtherThanGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Non-standard intangible asset class 4 [component of intangible assets other than goodwill],Ased anniriaethol ansafonol dosbarth 4 [ rhan o asedau anniriaethol ac eithrio ewyllys da],core,Non-standardIntangibleAssetClass4ComponentIntangibleAssetsOtherThanGoodwill,true,nonnum:domainItemType,duration,,,,,,,
Other / residual intangible assets,Ased anniriaethol eraill / gweddilliol,core,OtherResidualIntangibleAssets,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets ownership type [Dimension],Math o berchenogaeth asedau anniriaethol [Dimensiwn],core,IntangibleAssetsOwnershipTypeDimension,true,stringItemType,duration,,,,,,,
Total owned and leased intangible assets [default],Cyfanswm asedau anniriaethol a berchnogir ac ar brydles [diofyn],core,TotalOwnedLeasedIntangibleAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Owned intangible assets,Asedau anniriaethol a berchnogir,core,OwnedIntangibleAssets,true,nonnum:domainItemType,duration,,,,,,,
Right-of-use intangible assets,Asedau Hawl defnyddio anniriaethol,core,Right-of-useIntangibleAssets,true,nonnum:domainItemType,duration,,,,,,,
Right-of-use intangible assets arising from sale and leaseback,"Asedau anniriaethol, yn cynnwys asedau hawl i'w defnyddio, sy'n deillio o werthu ac adlesu",core,Right-of-useIntangibleAssetsArisingFromSaleLeaseback,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets generation type [Dimension],Math o gynhyrchu asedau anniriaethol [Dimensiwn],core,IntangibleAssetsGenerationTypeDimension,true,stringItemType,duration,,,,,,,
Total internally and externally acquired intangible assets [default],Cyfanswm asedau anniriaethol wedi eu caffael yn allanol ac yn fewnol [diofyn],core,TotalInternallyExternallyAcquiredIntangibleAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Internally generated intangible assets,Asedau anniriaethol a gynhyrchir yn fewnol,core,InternallyGeneratedIntangibleAssets,true,nonnum:domainItemType,duration,,,,,,,
Externally acquired intangible assets,Asedau anniriaethol wedi eu caffael yn allanol,core,ExternallyAcquiredIntangibleAssets,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets life type [Dimension],Math o fywyd asedau anniriaethol [Dimensiwn],core,IntangibleAssetsLifeTypeDimension,true,stringItemType,duration,,,,,,,
Total intangible assets with finite and with indefinite lives [default],Cyfanswm asedau anniriaethol gydag oes amhenodol a phenodol [diofyn],core,TotalIntangibleAssetsWithFiniteWithIndefiniteLivesDefault,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets with finite lives,Asedau anniriaethol ag oes penodol,core,IntangibleAssetsWithFiniteLives,true,nonnum:domainItemType,duration,,,,,,,
Intangible assets with indefinite lives,Asedau anniriaethol ag oes amhenodol,core,IntangibleAssetsWithIndefiniteLives,true,nonnum:domainItemType,duration,,,,,,,
Investment property-specific dimensions [heading],Eiddo buddsoddi-dimensiynau penodol [pennawd],core,InvestmentProperty-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Investment property ownership type [Dimension],Math o berchnogaeth eiddo buddsoddi [Dimensiwn],core,InvestmentPropertyOwnershipTypeDimension,true,stringItemType,duration,,,,,,,
Total owned and leased investment property [default],Cyfanswm eiddo buddsoddi a berchnogir ac ar brydles [diofyn],core,TotalOwnedLeasedInvestmentPropertyDefault,true,nonnum:domainItemType,duration,,,,,,,
Freehold investment property,Eiddo buddsoddi rhydd-ddaliad,core,FreeholdInvestmentProperty,true,nonnum:domainItemType,duration,,,,,,,
Leasehold investment property,Eiddo buddsoddi lesddaliad,core,LeaseholdInvestmentProperty,true,nonnum:domainItemType,duration,,,,,,,
Right-of-use investment property,Eiddo buddsoddi hawl defnyddio,core,Right-of-useInvestmentProperty,true,nonnum:domainItemType,duration,,,,,,,
Right-of-use investment property arising from sale and leaseback,Eiddo buddsoddi hawl i'w ddefnyddio sy'n deillio o werthu ac adlesu,core,Right-of-useInvestmentPropertyArisingFromSaleLeaseback,true,nonnum:domainItemType,duration,,,,,,,
Biological assets-specific dimensions [heading],Asedau biolegol- dimensiwn penodol [pennawd],core,BiologicalAssets-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Biological asset classes [Dimension],Dosbarthiadau asedau biolegol [Dimensiwn],core,BiologicalAssetClassesDimension,true,stringItemType,duration,,,,,,,
Total biological assets [default],Cyfanswm ased biolegol [diofyn],core,TotalBiologicalAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological assets,Asedau biolegol treuliadwy,core,ConsumableBiologicalAssets,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological asset class 1,Ased fiolegol treuliadwy dosbarth 1,core,ConsumableBiologicalAssetClass1,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological asset class 2,Ased fiolegol treuliadwy dosbarth 2,core,ConsumableBiologicalAssetClass2,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological asset class 3,Ased fiolegol treuliadwy dosbarth 3,core,ConsumableBiologicalAssetClass3,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological asset class 4,Ased fiolegol treuliadwy dosbarth 4,core,ConsumableBiologicalAssetClass4,true,nonnum:domainItemType,duration,,,,,,,
Consumable biological asset class 5,Ased fiolegol treuliadwy dosbarth 5,core,ConsumableBiologicalAssetClass5,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological assets,Asedau biolegol y daliedydd,core,BearerBiologicalAssets,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological asset class 1,Ased fiolegol y daliedydd dosbarth 1,core,BearerBiologicalAssetClass1,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological asset class 2,Ased fiolegol y daliedydd dosbarth 2,core,BearerBiologicalAssetClass2,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological asset class 3,Ased fiolegol y daliedydd dosbarth 3,core,BearerBiologicalAssetClass3,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological asset class 4,Ased fiolegol y daliedydd dosbarth 4,core,BearerBiologicalAssetClass4,true,nonnum:domainItemType,duration,,,,,,,
Bearer biological asset class 5,Ased fiolegol y daliedydd dosbarth 5,core,BearerBiologicalAssetClass5,true,nonnum:domainItemType,duration,,,,,,,
Biological asset maturity [Dimension],Aeddfedrwydd asedau biolegol [Dimensiwn],core,BiologicalAssetMaturityDimension,true,stringItemType,duration,,,,,,,
All biological assets [default],Pob ased biolegol [diofyn],core,AllBiologicalAssetsDefault,true,nonnum:domainItemType,duration,,,,,,,
Mature biological assets,Asedau biolegol aeddfed,core,MatureBiologicalAssets,true,nonnum:domainItemType,duration,,,,,,,
Immature biological assets,Asedau biolegol anaeddfed,core,ImmatureBiologicalAssets,true,nonnum:domainItemType,duration,,,,,,,
Investments-specific dimensions [heading],Buddsoddiadau-dimensiynau penodol [pennawd],core,Investments-specificDimensionsHeading,true,types:headingItemType,duration,,,,,,,
Subsidiaries [Dimension],Is-gwmnïau [Dimensiwn],core,SubsidiariesDimension,true,stringItemType,duration,,,,,,,
Total subsidiaries [default],Cyfanswm is-gwmnïau [diofyn],core,TotalSubsidiariesDefault,true,nonnum:domainItemType,duration,,,,,,,
Other subsidiaries / total individually immaterial subsidiaries,Is-gwmnïau eraill / cyfanswm is-gwmnïau unigol amherthnasol,core,OtherSubsidiariesTotalIndividuallyImmaterialSubsidiaries,true,nonnum:domainItemType,duration,,,,,,,
Subsidiaries with material non-controlling interests,Is-gwmnïau gyda buddiannau sylweddol nad ydynt yn rheoli,core,SubsidiariesWithMaterialNon-controllingInterests,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 1,Is-gwmni 1,core,Subsidiary1,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 2,Is-gwmni 2,core,Subsidiary2,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 3,Is-gwmni 3,core,Subsidiary3,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 4,Is-gwmni 4,core,Subsidiary4,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 5,Is-gwmni 5,core,Subsidiary5,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 6,Is-gwmni 6,core,Subsidiary6,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 7,Is-gwmni 7,core,Subsidiary7,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 8,Is-gwmni 8,core,Subsidiary8,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 9,Is-gwmni 9,core,Subsidiary9,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 10,Is-gwmni 10,core,Subsidiary10,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 11,Is-gwmni 11,core,Subsidiary11,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 12,Is-gwmni 12,core,Subsidiary12,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 13,Is-gwmni 13,core,Subsidiary13,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 14,Is-gwmni 14,core,Subsidiary14,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 15,Is-gwmni 15,core,Subsidiary15,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 16,Is-gwmni 16,core,Subsidiary16,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 17,Is-gwmni 17,core,Subsidiary17,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 18,Is-gwmni 18,core,Subsidiary18,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 19,Is-gwmni 19,core,Subsidiary19,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 20,Is-gwmni 20,core,Subsidiary20,true,nonnum:domainItemType,duration,,,,,,,
